"Year","GEO","Prices","Estimates","UOM","SCALAR_FACTOR","VALUE"
1995,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",428
1995,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",136
1995,"Canada","Contributions to percent change","Business gross fixed capital formation: residential structures","Percent","units",0.118
1995,"Canada","Contributions to percent change","Business gross fixed capital formation: non-residential structures","Percent","units",-0.643
1995,"Canada","Contributions to percent change","Business gross fixed capital formation: machinery and equipment","Percent","units",0.6
1995,"Canada","Contributions to percent change","Business gross fixed capital formation: intellectual property products","Percent","units",0.283
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: residential structures","Percent","units",-0.072
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: non-residential structures","Percent","units",-0.007
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: machinery and equipment","Percent","units",0.896
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: weapons systems","Percent","units",-0.192
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: intellectual property products","Percent","units",0.386
1995,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: residential investment","Percent","units",0
1995,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Percent","units",3.959
1995,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Percent","units",-3.825
1995,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Percent","units",0.717
1995,"Canada","Chained (2012) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",62265
1995,"Canada","Chained (2012) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",55067
1995,"Canada","Chained (2012) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",33660
1995,"Canada","Chained (2012) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",19271
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",668
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",28520
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",2430
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",1110
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",9671
1995,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",317
1995,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",588
1995,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",277
