"Year","GEO","Prices","Estimates","UOM","SCALAR_FACTOR","VALUE","GDP","Estimate_per_GDP"
2003,"Outside Canada","Current prices","Machinery and equipment","Dollars","millions",0,601,0
2003,"Outside Canada","Current prices","Non-residential Investment","Dollars","millions",0,601,0
2003,"Outside Canada","Current prices","Non-residential structures","Dollars","millions",0,601,0
2003,"Outside Canada","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",0,601,0
2003,"Outside Canada","Current prices","Residential structures","Dollars","millions",0,601,0
2003,"Prince Edward Island","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",653,5278,12.4
2003,"Prince Edward Island","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",1735,5278,32.9
2003,"Prince Edward Island","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",5278,5278,100
2003,"Prince Edward Island","Chained (2017) dollars","Intellectual property products","Dollars","millions",30,5278,0.6
2003,"Prince Edward Island","Chained (2017) dollars","Machinery and equipment","Dollars","millions",185,5278,3.5
2003,"Prince Edward Island","Chained (2017) dollars","Non-residential Investment","Dollars","millions",339,5278,6.5
2003,"Prince Edward Island","Chained (2017) dollars","Non-residential structures","Dollars","millions",124,5278,2.3
2003,"Prince Edward Island","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",309,5278,5.9
2003,"Prince Edward Island","Chained (2017) dollars","Residential structures","Dollars","millions",314,5278,5.9
2003,"Prince Edward Island","Current prices","Business gross fixed capital formation","Dollars","millions",539,3810,14.1
2003,"Prince Edward Island","Current prices","General governments final consumption expenditure","Dollars","millions",1195,3810,31.4
2003,"Prince Edward Island","Current prices","Gross domestic product at market prices","Dollars","millions",3810,3810,100
2003,"Prince Edward Island","Current prices","Intellectual property products","Dollars","millions",26,3810,0.7
2003,"Prince Edward Island","Current prices","Machinery and equipment","Dollars","millions",197,3810,5.2
2003,"Prince Edward Island","Current prices","Non-residential Investment","Dollars","millions",315,3810,8.3
2003,"Prince Edward Island","Current prices","Non-residential structures","Dollars","millions",92,3810,2.4
2003,"Prince Edward Island","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",289,3810,7.6
2003,"Prince Edward Island","Current prices","Residential structures","Dollars","millions",224,3810,5.9
2003,"Quebec","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",51419,336517,15.3
2003,"Quebec","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",81870,336517,24.3
2003,"Quebec","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",336517,336517,100
2003,"Quebec","Chained (2017) dollars","Intellectual property products","Dollars","millions",7414,336517,2.2
2003,"Quebec","Chained (2017) dollars","Machinery and equipment","Dollars","millions",10516,336517,3.1
2003,"Quebec","Chained (2017) dollars","Non-residential Investment","Dollars","millions",28930,336517,8.6
2003,"Quebec","Chained (2017) dollars","Non-residential structures","Dollars","millions",11302,336517,3.4
2003,"Quebec","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",21516,336517,6.4
2003,"Quebec","Chained (2017) dollars","Residential structures","Dollars","millions",22447,336517,6.7
2003,"Quebec","Current prices","Business gross fixed capital formation","Dollars","millions",40696,260058,15.6
2003,"Quebec","Current prices","General governments final consumption expenditure","Dollars","millions",58640,260058,22.5
2003,"Quebec","Current prices","Gross domestic product at market prices","Dollars","millions",260058,260058,100
2003,"Quebec","Current prices","Intellectual property products","Dollars","millions",5901,260058,2.3
2003,"Quebec","Current prices","Machinery and equipment","Dollars","millions",11800,260058,4.5
2003,"Quebec","Current prices","Non-residential Investment","Dollars","millions",25221,260058,9.7
2003,"Quebec","Current prices","Non-residential structures","Dollars","millions",7520,260058,2.9
2003,"Quebec","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",19320,260058,7.4
2003,"Quebec","Current prices","Residential structures","Dollars","millions",15475,260058,6
2003,"Saskatchewan","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",9264,59193,15.7
2003,"Saskatchewan","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",12496,59193,21.1
2003,"Saskatchewan","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",59193,59193,100
2003,"Saskatchewan","Chained (2017) dollars","Intellectual property products","Dollars","millions",996,59193,1.7
2003,"Saskatchewan","Chained (2017) dollars","Machinery and equipment","Dollars","millions",1988,59193,3.4
2003,"Saskatchewan","Chained (2017) dollars","Non-residential Investment","Dollars","millions",7003,59193,11.8
2003,"Saskatchewan","Chained (2017) dollars","Non-residential structures","Dollars","millions",4029,59193,6.8
2003,"Saskatchewan","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",6007,59193,10.1
2003,"Saskatchewan","Chained (2017) dollars","Residential structures","Dollars","millions",2297,59193,3.9
2003,"Saskatchewan","Current prices","Business gross fixed capital formation","Dollars","millions",6483,37559,17.3
2003,"Saskatchewan","Current prices","General governments final consumption expenditure","Dollars","millions",8213,37559,21.9
2003,"Saskatchewan","Current prices","Gross domestic product at market prices","Dollars","millions",37559,37559,100
2003,"Saskatchewan","Current prices","Intellectual property products","Dollars","millions",690,37559,1.8
2003,"Saskatchewan","Current prices","Machinery and equipment","Dollars","millions",2059,37559,5.5
2003,"Saskatchewan","Current prices","Non-residential Investment","Dollars","millions",5252,37559,13.9
2003,"Saskatchewan","Current prices","Non-residential structures","Dollars","millions",2503,37559,6.7
2003,"Saskatchewan","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",4562,37559,12.1
2003,"Saskatchewan","Current prices","Residential structures","Dollars","millions",1231,37559,3.3
2003,"Yukon","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",290,1777,16.3
2003,"Yukon","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",1156,1777,65.1
2003,"Yukon","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",1777,1777,100
2003,"Yukon","Chained (2017) dollars","Intellectual property products","Dollars","millions",29,1777,1.6
2003,"Yukon","Chained (2017) dollars","Machinery and equipment","Dollars","millions",71,1777,4
2003,"Yukon","Chained (2017) dollars","Non-residential Investment","Dollars","millions",147,1777,8.2
2003,"Yukon","Chained (2017) dollars","Non-residential structures","Dollars","millions",28,1777,1.6
2003,"Yukon","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",118,1777,6.6
2003,"Yukon","Chained (2017) dollars","Residential structures","Dollars","millions",148,1777,8.3
2003,"Yukon","Current prices","Business gross fixed capital formation","Dollars","millions",213,1360,15.7
2003,"Yukon","Current prices","General governments final consumption expenditure","Dollars","millions",780,1360,57.4
2003,"Yukon","Current prices","Gross domestic product at market prices","Dollars","millions",1360,1360,100
2003,"Yukon","Current prices","Intellectual property products","Dollars","millions",20,1360,1.5
2003,"Yukon","Current prices","Machinery and equipment","Dollars","millions",79,1360,5.8
2003,"Yukon","Current prices","Non-residential Investment","Dollars","millions",116,1360,8.6
2003,"Yukon","Current prices","Non-residential structures","Dollars","millions",17,1360,1.2
2003,"Yukon","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",96,1360,7.1
2003,"Yukon","Current prices","Residential structures","Dollars","millions",97,1360,7.1
2004,"Alberta","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",70228,242622,28.9
2004,"Alberta","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",38198,242622,15.7
2004,"Alberta","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",242622,242622,100
2004,"Alberta","Chained (2017) dollars","Intellectual property products","Dollars","millions",8745,242622,3.6
2004,"Alberta","Chained (2017) dollars","Machinery and equipment","Dollars","millions",14005,242622,5.8
2004,"Alberta","Chained (2017) dollars","Non-residential Investment","Dollars","millions",54944,242622,22.6
2004,"Alberta","Chained (2017) dollars","Non-residential structures","Dollars","millions",32717,242622,13.5
2004,"Alberta","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",46199,242622,19
2004,"Alberta","Chained (2017) dollars","Residential structures","Dollars","millions",15643,242622,6.4
2004,"Alberta","Current prices","Business gross fixed capital formation","Dollars","millions",48850,194668,25.1
2004,"Alberta","Current prices","General governments final consumption expenditure","Dollars","millions",27026,194668,13.9
2004,"Alberta","Current prices","Gross domestic product at market prices","Dollars","millions",194668,194668,100
2004,"Alberta","Current prices","Intellectual property products","Dollars","millions",5961,194668,3.1
2004,"Alberta","Current prices","Machinery and equipment","Dollars","millions",14081,194668,7.2
2004,"Alberta","Current prices","Non-residential Investment","Dollars","millions",39449,194668,20.3
2004,"Alberta","Current prices","Non-residential structures","Dollars","millions",19407,194668,10
2004,"Alberta","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",33488,194668,17.2
2004,"Alberta","Current prices","Residential structures","Dollars","millions",9401,194668,4.8
2004,"British Columbia","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",40741,202904,20.1
