"Year","GEO","Tenure","Statistics","UOM","VALUE"
2021,"Medium population centres, Prince Edward Island","Owner who is a first-time homebuyer","High 95% confidence interval, percentage of persons","Percent",16.4
2021,"Medium population centres, Prince Edward Island","Owner who is not a first-time homebuyer","Number of households in core housing need","Number",200
2021,"Medium population centres, Prince Edward Island","Owner who is not a first-time homebuyer","Low 95% confidence interval, number of households","Number",49
2021,"Medium population centres, Prince Edward Island","Owner who is not a first-time homebuyer","High 95% confidence interval, number of households","Number",380
2021,"Medium population centres, Prince Edward Island","Owner who is not a first-time homebuyer","Percentage of households in core housing need","Percent",2.7
2021,"Medium population centres, Prince Edward Island","Owner who is not a first-time homebuyer","Low 95% confidence interval, percentage of households","Percent",1.1
2021,"Medium population centres, Prince Edward Island","Owner who is not a first-time homebuyer","High 95% confidence interval, percentage of households","Percent",6.3
2021,"Medium population centres, Prince Edward Island","Owner who is not a first-time homebuyer","Number of persons in core housing need","Number",200
2021,"Medium population centres, Prince Edward Island","Owner who is not a first-time homebuyer","Low 95% confidence interval, number of persons","Number",18
2021,"Medium population centres, Prince Edward Island","Owner who is not a first-time homebuyer","High 95% confidence interval, number of persons","Number",427
2021,"Medium population centres, Prince Edward Island","Owner who is not a first-time homebuyer","Percentage of persons in core housing need","Percent",1.3
2021,"Medium population centres, Prince Edward Island","Owner who is not a first-time homebuyer","Low 95% confidence interval, percentage of persons","Percent",0.5
2021,"Medium population centres, Prince Edward Island","Owner who is not a first-time homebuyer","High 95% confidence interval, percentage of persons","Percent",3.1
2021,"Medium population centres, Prince Edward Island","Renter","Number of households in core housing need","Number",1300
2021,"Medium population centres, Prince Edward Island","Renter","Low 95% confidence interval, number of households","Number",950
2021,"Medium population centres, Prince Edward Island","Renter","High 95% confidence interval, number of households","Number",1685
2021,"Medium population centres, Prince Edward Island","Renter","Percentage of households in core housing need","Percent",13
2021,"Medium population centres, Prince Edward Island","Renter","Low 95% confidence interval, percentage of households","Percent",9.7
2021,"Medium population centres, Prince Edward Island","Renter","High 95% confidence interval, percentage of households","Percent",17.1
2021,"Medium population centres, Prince Edward Island","Renter","Number of persons in core housing need","Number",2200
2021,"Medium population centres, Prince Edward Island","Renter","Low 95% confidence interval, number of persons","Number",1436
2021,"Medium population centres, Prince Edward Island","Renter","High 95% confidence interval, number of persons","Number",3096
2021,"Medium population centres, Prince Edward Island","Renter","Percentage of persons in core housing need","Percent",12.3
2021,"Medium population centres, Prince Edward Island","Renter","Low 95% confidence interval, percentage of persons","Percent",8.4
2021,"Medium population centres, Prince Edward Island","Renter","High 95% confidence interval, percentage of persons","Percent",17.7
2021,"Medium population centres, Prince Edward Island","Renter not in social and affordable housing","Number of households in core housing need","Number",900
2021,"Medium population centres, Prince Edward Island","Renter not in social and affordable housing","Low 95% confidence interval, number of households","Number",583
2021,"Medium population centres, Prince Edward Island","Renter not in social and affordable housing","High 95% confidence interval, number of households","Number",1251
2021,"Medium population centres, Prince Edward Island","Renter not in social and affordable housing","Percentage of households in core housing need","Percent",11.1
2021,"Medium population centres, Prince Edward Island","Renter not in social and affordable housing","Low 95% confidence interval, percentage of households","Percent",7.6
2021,"Medium population centres, Prince Edward Island","Renter not in social and affordable housing","High 95% confidence interval, percentage of households","Percent",16
2021,"Medium population centres, Prince Edward Island","Renter not in social and affordable housing","Number of persons in core housing need","Number",1600
2021,"Medium population centres, Prince Edward Island","Renter not in social and affordable housing","Low 95% confidence interval, number of persons","Number",854
2021,"Medium population centres, Prince Edward Island","Renter not in social and affordable housing","High 95% confidence interval, number of persons","Number",2489
2021,"Medium population centres, Prince Edward Island","Renter not in social and affordable housing","Percentage of persons in core housing need","Percent",10.9
2021,"Medium population centres, Prince Edward Island","Renter not in social and affordable housing","Low 95% confidence interval, percentage of persons","Percent",6.6
2021,"Medium population centres, Prince Edward Island","Renter not in social and affordable housing","High 95% confidence interval, percentage of persons","Percent",17.5
2021,"Medium population centres, Prince Edward Island","Renter in social and affordable housing","Number of households in core housing need","Number",400
2021,"Medium population centres, Prince Edward Island","Renter in social and affordable housing","Low 95% confidence interval, number of households","Number",249
2021,"Medium population centres, Prince Edward Island","Renter in social and affordable housing","High 95% confidence interval, number of households","Number",569
2021,"Medium population centres, Prince Edward Island","Renter in social and affordable housing","Percentage of households in core housing need","Percent",22
2021,"Medium population centres, Prince Edward Island","Renter in social and affordable housing","Low 95% confidence interval, percentage of households","Percent",14.5
2021,"Medium population centres, Prince Edward Island","Renter in social and affordable housing","High 95% confidence interval, percentage of households","Percent",31
2021,"Medium population centres, Prince Edward Island","Renter in social and affordable housing","Number of persons in core housing need","Number",600
2021,"Medium population centres, Prince Edward Island","Renter in social and affordable housing","Low 95% confidence interval, number of persons","Number",330
