"Year","GEO","Industry","Measure","VALUE"
2019,"British Columbia ","Real estate and rental and leasing [53]","Entrants",NA
2019,"British Columbia ","Real estate and rental and leasing [53]","Temporary closures",NA
2019,"British Columbia ","Real estate and rental and leasing [53]","Exits",NA
2019,"British Columbia ","Professional, scientific and technical services [54]","Active businesses",18276
2019,"British Columbia ","Professional, scientific and technical services [54]","Opening businesses",950
2019,"British Columbia ","Professional, scientific and technical services [54]","Continuing businesses",17338
2019,"British Columbia ","Professional, scientific and technical services [54]","Closing businesses",944
2019,"British Columbia ","Professional, scientific and technical services [54]","Reopening businesses",NA
2019,"British Columbia ","Professional, scientific and technical services [54]","Entrants",NA
2019,"British Columbia ","Professional, scientific and technical services [54]","Temporary closures",NA
2019,"British Columbia ","Professional, scientific and technical services [54]","Exits",NA
2019,"British Columbia ","Administrative and support, waste management and remediation services [56]","Active businesses",7021
2019,"British Columbia ","Administrative and support, waste management and remediation services [56]","Opening businesses",369
2019,"British Columbia ","Administrative and support, waste management and remediation services [56]","Continuing businesses",6649
2019,"British Columbia ","Administrative and support, waste management and remediation services [56]","Closing businesses",340
2019,"British Columbia ","Administrative and support, waste management and remediation services [56]","Reopening businesses",NA
2019,"British Columbia ","Administrative and support, waste management and remediation services [56]","Entrants",NA
2019,"British Columbia ","Administrative and support, waste management and remediation services [56]","Temporary closures",NA
2019,"British Columbia ","Administrative and support, waste management and remediation services [56]","Exits",NA
2019,"British Columbia ","Educational services [61]","Active businesses",1989
2019,"British Columbia ","Educational services [61]","Opening businesses",90
2019,"British Columbia ","Educational services [61]","Continuing businesses",1882
2019,"British Columbia ","Educational services [61]","Closing businesses",96
2019,"British Columbia ","Educational services [61]","Reopening businesses",NA
2019,"British Columbia ","Educational services [61]","Entrants",NA
2019,"British Columbia ","Educational services [61]","Temporary closures",NA
2019,"British Columbia ","Educational services [61]","Exits",NA
2019,"British Columbia ","Health care and social assistance [62]","Active businesses",15530
2019,"British Columbia ","Health care and social assistance [62]","Opening businesses",539
2019,"British Columbia ","Health care and social assistance [62]","Continuing businesses",15019
2019,"British Columbia ","Health care and social assistance [62]","Closing businesses",475
2019,"British Columbia ","Health care and social assistance [62]","Reopening businesses",NA
2019,"British Columbia ","Health care and social assistance [62]","Entrants",NA
2019,"British Columbia ","Health care and social assistance [62]","Temporary closures",NA
2019,"British Columbia ","Health care and social assistance [62]","Exits",NA
2019,"British Columbia ","Arts, entertainment and recreation [71]","Active businesses",2628
2019,"British Columbia ","Arts, entertainment and recreation [71]","Opening businesses",146
2019,"British Columbia ","Arts, entertainment and recreation [71]","Continuing businesses",2484
2019,"British Columbia ","Arts, entertainment and recreation [71]","Closing businesses",138
2019,"British Columbia ","Arts, entertainment and recreation [71]","Reopening businesses",NA
2019,"British Columbia ","Arts, entertainment and recreation [71]","Entrants",NA
2019,"British Columbia ","Arts, entertainment and recreation [71]","Temporary closures",NA
2019,"British Columbia ","Arts, entertainment and recreation [71]","Exits",NA
2019,"British Columbia ","Accommodation and food services [72]","Active businesses",10238
2019,"British Columbia ","Accommodation and food services [72]","Opening businesses",451
2019,"British Columbia ","Accommodation and food services [72]","Continuing businesses",9827
2019,"British Columbia ","Accommodation and food services [72]","Closing businesses",345
2019,"British Columbia ","Accommodation and food services [72]","Reopening businesses",NA
2019,"British Columbia ","Accommodation and food services [72]","Entrants",NA
2019,"British Columbia ","Accommodation and food services [72]","Temporary closures",NA
2019,"British Columbia ","Accommodation and food services [72]","Exits",NA
2019,"British Columbia ","Other services (except public administration) [81]","Active businesses",10620
2019,"British Columbia ","Other services (except public administration) [81]","Opening businesses",424
2019,"British Columbia ","Other services (except public administration) [81]","Continuing businesses",10214
2019,"British Columbia ","Other services (except public administration) [81]","Closing businesses",359
2019,"British Columbia ","Other services (except public administration) [81]","Reopening businesses",NA
2019,"British Columbia ","Other services (except public administration) [81]","Entrants",NA
2019,"British Columbia ","Other services (except public administration) [81]","Temporary closures",NA
2019,"British Columbia ","Other services (except public administration) [81]","Exits",NA
2019,"British Columbia ","Tourism industry","Active businesses",13266
2019,"British Columbia ","Tourism industry","Opening businesses",609
2019,"British Columbia ","Tourism industry","Continuing businesses",12740
2019,"British Columbia ","Tourism industry","Closing businesses",498
2019,"British Columbia ","Tourism industry","Reopening businesses",NA
2019,"British Columbia ","Tourism industry","Entrants",NA
2019,"British Columbia ","Tourism industry","Temporary closures",NA
2019,"British Columbia ","Tourism industry","Exits",NA
2019,"British Columbia ","Total tourism transportation","Active businesses",882
2019,"British Columbia ","Total tourism transportation","Opening businesses",42
2019,"British Columbia ","Total tourism transportation","Continuing businesses",838
2019,"British Columbia ","Total tourism transportation","Closing businesses",57
2019,"British Columbia ","Total tourism transportation","Reopening businesses",NA
2019,"British Columbia ","Total tourism transportation","Entrants",NA
2019,"British Columbia ","Total tourism transportation","Temporary closures",NA
2019,"British Columbia ","Total tourism transportation","Exits",NA
2019,"British Columbia ","Air transportation (tourism) [4811, 4812]","Active businesses",177
2019,"British Columbia ","Air transportation (tourism) [4811, 4812]","Opening businesses",NA
2019,"British Columbia ","Air transportation (tourism) [4811, 4812]","Continuing businesses",NA
2019,"British Columbia ","Air transportation (tourism) [4811, 4812]","Closing businesses",NA
2019,"British Columbia ","Air transportation (tourism) [4811, 4812]","Reopening businesses",NA
2019,"British Columbia ","Air transportation (tourism) [4811, 4812]","Entrants",NA
2019,"British Columbia ","Air transportation (tourism) [4811, 4812]","Temporary closures",NA
2019,"British Columbia ","Air transportation (tourism) [4811, 4812]","Exits",NA
2019,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Active businesses",103
2019,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Opening businesses",NA
2019,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Continuing businesses",NA
2019,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Closing businesses",NA
2019,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Reopening businesses",NA
2019,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Entrants",NA
2019,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Temporary closures",NA
2019,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Exits",NA
2019,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Active businesses",104
2019,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Opening businesses",NA
2019,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Continuing businesses",NA
2019,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Closing businesses",NA
2019,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Reopening businesses",NA
2019,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Entrants",NA
2019,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Temporary closures",NA
2019,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Exits",NA
2019,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Active businesses",499
2019,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Opening businesses",30
2019,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Continuing businesses",474
